"id","shock.stage","temp.avg","temp.var","hs.temp","hs.num","date.died","date.hatch","date.ovp","time.ovp","num.ovp","date.3","mass.3","mass.in.hs","inst.in.hs","date.in.hs","time.in.hs","date.out.hs","time.out.hs","date.4","mass.4","date.5","mass.5","date.p5.1","mass.p5.1","instar.p5.1","date.p5.2","mass.p5.2","inst.p5.2","date.p5.3","mass.p5.3","inst.p5.3","date.p5.4","mass.p5.4","inst.p5.4","date.cull","mass.cull","date.wand","mass.wand","date.em","instar.em","bled.em","mass.48em","num.em","num.coc","num.fail.spin","date.ecl","num.ecl","fem.ecl","male.ecl","fem.mass","male.mass","num.unem.mat","num.unem.im","mat.load","tot.load","mass.unem","mass.fail.spin","pup","moth.ecl","pv.dna","gen.notes","diss.notes","date.died.j","date.hatch.j","date.ovp.j","date.3.j","date.in.hs.j","date.out.hs.j","date.4.j","date.5.j","date.p5.1.j","date.p5.2.j","date.p5.3.j","date.p5.4.j","date.cull.j","date.wand.j","date.em.j","date.ecl.j","died.bf5","time.ovp.dec","time.in.hs.dec","time.out.hs.dec","tt3","tt4","tt5","ttp5.1","ttp5.2","ttp5.3","ttp5.4","ttwand","ttcull","ttem.h","ttem.w","ttecl","ps.em","ps.ecl","ind.male.mass","ind.fem.mass","tot.unem","p.unem.mat","p.unem.im","hs.cal"
206,"late",25,10,42,3,"11/23/18","11/6/18","11/12/18",10:13:00,2,"11/12/18",71.9,"2998.19",5,"11/21/18",12:25:00,NA,NA,"11/16/18",443.14,"11/20/18",1875.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"died during heat shock, possibly due to over heating chamber",NA,328,311,317,317,326,NA,321,325,NA,NA,NA,NA,NA,NA,NA,NA,"1",10.2166666666667,12.4166666666667,NA,6,10,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"low"
207,"mid",25,10,42,3,NA,"11/6/18","11/12/18",10:08:00,2,"11/12/18",51.23,"303.49",4,"11/16/18",09:10:00,"11/18/18",15:58:00,"11/16/18",303.49,"11/20/18",1043.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/26/18",5,0,"3854.43",177,172,5,"12/2/18",150,38,112,8.96,22.63,30,0,"207",207,NA,NA,NA,NA,NA,NA,"some mat 2nd instars looked stuck in cuticle",0,311,317,317,321,323,321,325,NA,NA,NA,NA,NA,NA,331,337,"0",10.1333333333333,9.16666666666667,15.9666666666667,6,10,14,NA,NA,NA,NA,NA,NA,20,14,20,0.855072463768116,0.72463768115942,0.202053571428571,0.235789473684211,30,1,0,"high"
208,"late",25,10,42,3,"11/26/18","11/6/18","11/12/18",10:14:00,2,"11/12/18",71.47,"3941.09",5,"11/22/18",10:15:00,"11/24/18",21:05:00,"11/16/18",296,"11/21/18",2538.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"experienced at least 1 day of chamber running 2 degrees too host",NA,331,311,317,317,327,329,321,326,NA,NA,NA,NA,NA,NA,NA,NA,"1",10.2333333333333,10.25,21.0833333333333,6,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"low"
209,"early",25,10,42,3,NA,"11/6/18","11/12/18",10:00:00,2,"11/12/18",55.62,"55.62",3,"11/12/18",10:04:00,"11/14/18",16:49:00,"11/16/18",149.6,"11/20/18",710.41,"11/27/18",6438.51,"5","12/4/18",9769.42,"wand",NA,NA,NA,NA,NA,NA,NA,NA,"12/4/18","9769.42",NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,0,311,317,317,317,319,321,325,332,339,NA,NA,NA,339,NA,NA,"0",10,10.0666666666667,16.8166666666667,6,10,14,21,28,NA,NA,28,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
210,"mid",25,10,42,3,NA,"11/6/18","11/12/18",10:09:00,1,"11/12/18",64.32,"296.34",4,"11/16/18",09:10:00,"11/18/18",15:58:00,"11/16/18",296.34,NA,NA,"11/26/18",1474.47,"em",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/26/18",4,1,"1474.47",6,4,2,"12/3/18",4,3,1,0.89,0.22,3,0,"9",9,NA,NA,NA,NA,NA,NA,NA,0,311,317,317,321,323,321,NA,331,NA,NA,NA,NA,NA,331,338,"0",10.15,9.16666666666667,15.9666666666667,6,10,NA,20,NA,NA,NA,NA,NA,20,14,21,0.666666666666667,0.444444444444444,0.22,0.296666666666667,3,1,0,"high"
211,"late",25,10,42,3,"11/23/18","11/6/18","11/12/18",10:15:00,1,"11/12/18",41.37,"3016.84",5,"11/21/18",12:25:00,NA,NA,"11/16/18",374.03,"11/20/18",1669.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"died during heat shock, possibly due to over heating chamber",NA,328,311,317,317,326,NA,321,325,NA,NA,NA,NA,NA,NA,NA,NA,"1",10.25,12.4166666666667,NA,6,10,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"low"
212,"mid",25,10,42,3,NA,"11/6/18","11/12/18",10:10:00,1,"11/12/18",52.8,"309.38",4,"11/16/18",09:10:00,"11/18/18",15:58:00,"11/16/18",309.38,"11/23/18",1671.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/28/18",5,0,"3191.16",20,20,0,"12/4/18",16,2,14,0.65,3.81,5,0,"25",25,NA,NA,NA,NA,NA,NA,NA,0,311,317,317,321,323,321,328,NA,NA,NA,NA,NA,NA,333,339,"0",10.1666666666667,9.16666666666667,15.9666666666667,6,10,17,NA,NA,NA,NA,NA,NA,22,16,22,0.8,0.64,0.272142857142857,0.325,5,1,0,"high"
213,"late",25,10,42,3,"11/23/18","11/6/18","11/12/18",10:16:00,1,"11/12/18",56.85,"2155.18",5,"11/21/18",12:25:00,NA,NA,"11/16/18",256.46,"11/20/18",1389.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"died during heat shock, possibly due to over heating chamber",NA,328,311,317,317,326,NA,321,325,NA,NA,NA,NA,NA,NA,NA,NA,"1",10.2666666666667,12.4166666666667,NA,6,10,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"low"
214,"mid",25,10,42,3,NA,"11/6/18","11/12/18",10:11:00,1,"11/12/18",58.88,"257.55",4,"11/16/18",09:10:00,"11/18/18",15:58:00,"11/16/18",257.55,"11/21/18",1217.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/27/18",5,0,"2573.84",48,46,2,"12/3/18",33,0,33,0,7.76,4,0,"52",52,NA,NA,NA,NA,NA,NA,NA,0,311,317,317,321,323,321,326,NA,NA,NA,NA,NA,NA,332,338,"0",10.1833333333333,9.16666666666667,15.9666666666667,6,10,15,NA,NA,NA,NA,NA,NA,21,15,21,0.923076923076923,0.634615384615385,0.235151515151515,NA,4,1,0,"high"
215,"late",25,10,42,3,"11/23/18","11/6/18","11/12/18",10:17:00,1,"11/12/18",67.8,"2431.22",5,"11/21/18",12:25:00,NA,NA,"11/16/18",313.06,"11/20/18",1443.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"died during heat shock, possibly due to over heating chamber",NA,328,311,317,317,326,NA,321,325,NA,NA,NA,NA,NA,NA,NA,NA,"1",10.2833333333333,12.4166666666667,NA,6,10,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"low"
216,"mid",25,10,42,3,NA,"11/7/18","11/12/18",11:58:00,2,"11/12/18",54.52,"305.69",3,"11/16/18",09:10:00,"11/18/18",15:58:00,"11/17/18",274.55,"11/23/18",893.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/28/18",5,0,"1585.96",91,84,7,"12/4/18",67,20,47,5.14,9.55,10,3,"101",104,NA,NA,NA,NA,NA,"removed cuticle from 3rd-5th prolegs after molt to 4th",NA,0,312,317,317,321,323,322,328,NA,NA,NA,NA,NA,NA,333,339,"0",11.9666666666667,9.16666666666667,15.9666666666667,5,10,16,NA,NA,NA,NA,NA,NA,21,16,22,0.875,0.644230769230769,0.203191489361702,0.257,13,0.769230769230769,0.230769230769231,"high"
217,"late",25,10,42,3,"11/15/18","11/7/18","11/12/18",11:56:00,1,"11/12/18",57.22,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,320,312,317,317,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",11.9333333333333,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"none"
218,"mid",25,10,42,3,NA,"11/7/18","11/12/18",11:54:00,1,"11/12/18",49.27,"272.54",3,"11/16/18",09:10:00,"11/18/18",15:58:00,"11/17/18",265.46,"11/23/18",747.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/28/18",5,0,"1747.78",28,28,0,"12/4/18",25,0,25,0,5.48,3,1,"31",32,NA,NA,NA,NA,NA,"removed cuticle from 5th prolegs at molt to 4th",NA,0,312,317,317,321,323,322,328,NA,NA,NA,NA,NA,NA,333,339,"0",11.9,9.16666666666667,15.9666666666667,5,10,16,NA,NA,NA,NA,NA,NA,21,16,22,0.875,0.78125,0.2192,NA,4,0.75,0.25,"high"
219,"late",25,10,42,3,NA,"11/6/18","11/12/18",11:52:00,1,"11/12/18",38.02,"1781.03",5,"11/22/18",10:15:00,"11/24/18",21:05:00,"11/16/18",182.65,"11/21/18",1102.29,"11/28/18",9498.57,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"experienced at least 1 day of chamber running 2 degrees too host",NA,0,311,317,317,327,329,321,326,333,NA,NA,NA,NA,NA,NA,NA,"0",11.8666666666667,10.25,21.0833333333333,6,10,15,22,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"low"
220,"mid",25,10,42,3,"11/19/18","11/6/18","11/13/18",10:26:00,1,"11/13/18",55.79,"201.50",3,"11/17/18",10:32:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"died in heat shock",NA,324,311,318,318,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",10.4333333333333,10.5333333333333,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
221,"late",25,10,42,3,"11/21/18","11/7/18","11/13/18",10:33:00,2,"11/13/18",47.36,"FALSE",NA,NA,NA,NA,NA,"11/17/18",252.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,326,312,318,318,0,NA,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",10.55,NA,NA,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"none"
222,"late",25,10,42,3,NA,"11/7/18","11/13/18",10:31:00,1,"11/13/18",64.34,"3000.26",5,"11/22/18",10:15:00,"11/24/18",21:05:00,"11/16/18",331.39,"11/21/18",2181.82,"11/28/18",5038.34,"5","11/28/18",4820.22,"em",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/28/18",5,0,"4820.22",4,1,3,NA,0,0,0,NA,NA,125,1,"129",130,NA,NA,NA,NA,NA,"experienced at least 1 day of chamber running 2 degrees too hot. had emergence in the afternoon of P5.1. wasp never eclosed were culled on 12/14, 17 days after emergence",NA,0,312,318,318,327,329,321,326,333,333,NA,NA,NA,NA,333,NA,"0",10.5166666666667,10.25,21.0833333333333,6,9,14,21,21,NA,NA,NA,NA,21,15,NA,0.0307692307692308,0,NA,NA,126,0.992063492063492,0.00793650793650794,"low"
223,"late",25,10,42,3,"11/25/18","11/7/18","11/13/18",10:30:00,2,"11/13/18",67.26,"3245.58",5,"11/22/18",10:15:00,"11/24/18",21:05:00,"11/16/18",285.81,"11/21/18",2198.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"experienced at least 1 day of chamber running 2 degrees too host",NA,330,312,318,318,327,329,321,326,NA,NA,NA,NA,NA,NA,NA,NA,"1",10.5,10.25,21.0833333333333,6,9,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"low"
224,"late",25,10,42,3,NA,"11/7/18","11/13/18",10:29:00,3,"11/13/18",60.13,"1887.98",5,"11/22/18",10:15:00,"11/24/18",21:05:00,"11/17/18",315.95,"11/21/18",1695.63,"11/28/18",5768,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/30/18",5,1,"4691.36",115,108,7,"12/6/18",36,5,31,1.22,6.35,56,16,"171",187,NA,NA,NA,NA,NA,"experienced at least 1 day of chamber running 2 degrees too host","some 2nds look stuck in cuticle",0,312,318,318,327,329,322,326,333,NA,NA,NA,NA,NA,335,341,"0",10.4833333333333,10.25,21.0833333333333,6,10,14,21,NA,NA,NA,NA,NA,23,17,23,0.614973262032086,0.192513368983957,0.204838709677419,0.244,72,0.777777777777778,0.222222222222222,"low"
225,"late",25,10,42,3,"11/15/18","11/7/18","11/13/18",10:27:00,1,"11/13/18",58.74,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,320,312,318,318,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",10.45,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"none"
226,"control",25,10,0,0,NA,"11/7/18","11/13/18",10:24:00,1,"11/13/18",63.62,"FALSE",NA,NA,NA,NA,NA,"11/16/18",291.81,"11/21/18",2013.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/26/18",5,0,"4962.63",201,194,7,"12/2/18",172,148,24,37.36,4.51,42,0,"243",243,NA,NA,NA,NA,NA,NA,NA,0,312,318,318,0,NA,321,326,NA,NA,NA,NA,NA,NA,331,337,"0",10.4,NA,NA,6,9,14,NA,NA,NA,NA,NA,NA,19,13,19,0.827160493827161,0.707818930041152,0.187916666666667,0.252432432432432,42,1,0,"none"
227,"mid",25,10,42,3,NA,"11/7/18","11/13/18",10:25:00,1,"11/13/18",66.67,"460.55",4,"11/17/18",10:32:00,"11/20/18",08:35:00,"11/16/18",327.18,"11/23/18",1888.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/28/18",5,0,"3291.36",66,66,0,"12/4/18",11,0,11,0,2.51,5,0,"71",71,NA,NA,NA,NA,NA,"was left in heat shock chamber for approximately 15 extra hours",NA,0,312,318,318,322,325,321,328,NA,NA,NA,NA,NA,NA,333,339,"0",10.4166666666667,10.5333333333333,8.58333333333333,6,9,16,NA,NA,NA,NA,NA,NA,21,15,21,0.929577464788732,0.154929577464789,0.228181818181818,NA,5,1,0,"high"
228,"late",25,10,42,3,NA,"11/6/18","11/14/18",09:17:00,1,"11/14/18",65.83,"2014.96",5,"11/22/18",10:15:00,"11/24/18",21:05:00,"11/17/18",368.52,"11/21/18",1849.29,"11/28/18",5554.66,"5","11/28/18",5164.48,"em",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/28/18",5,0,"5164.48",13,11,2,"12/5/18",10,4,6,0.98,1.16,97,8,"110",118,NA,NA,NA,NA,NA,"experienced at least 1 day of chamber running 2 degrees too hot. had emergence in the afternoon of their P5.1.","lots of fat body, some mat 2nd instars looked stuck in cuticle.",0,311,319,319,327,329,322,326,333,333,NA,NA,NA,NA,333,340,"0",9.28333333333333,10.25,21.0833333333333,8,11,15,22,22,NA,NA,NA,NA,22,14,21,0.110169491525424,0.0847457627118644,0.193333333333333,0.245,105,0.923809523809524,0.0761904761904762,"low"
229,"mid",25,10,42,3,"11/19/18","11/7/18","11/14/18",09:18:00,1,"11/14/18",66.97,"219.71",3,"11/18/18",09:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"died in heat shock",NA,324,312,319,319,323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",9.3,9.75,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
230,"late",25,10,42,3,NA,"11/7/18","11/14/18",09:19:00,2,"11/14/18",56.03,"1653.93",5,"11/22/18",10:15:00,"11/24/18",21:05:00,"11/17/18",252.48,"11/21/18",1371.4,"11/28/18",6552.54,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/30/18",5,0,"5173.81",187,130,57,"12/6/18",45,0,45,0,10.63,96,7,"283",290,NA,NA,NA,NA,NA,"experienced at least 1 day of chamber running 2 degrees too host","some mat 2nds look stuck in their cuticle",0,312,319,319,327,329,322,326,333,NA,NA,NA,NA,NA,335,341,"0",9.31666666666667,10.25,21.0833333333333,7,10,14,21,NA,NA,NA,NA,NA,23,16,22,0.644827586206897,0.155172413793103,0.236222222222222,NA,103,0.932038834951456,0.0679611650485437,"low"
231,"control",25,10,0,0,NA,"11/7/18","11/14/18",09:20:00,1,"11/14/18",71.73,"FALSE",NA,NA,NA,NA,NA,"11/17/18",249,"11/21/18",1298.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/27/18",5,0,"3857.26",107,107,0,"12/3/18",101,24,77,6.7,16.44,16,1,"123",124,NA,NA,NA,NA,NA,NA,NA,0,312,319,319,0,NA,322,326,NA,NA,NA,NA,NA,NA,332,338,"0",9.33333333333333,NA,NA,7,10,14,NA,NA,NA,NA,NA,NA,20,13,19,0.862903225806452,0.814516129032258,0.213506493506494,0.279166666666667,17,0.941176470588235,0.0588235294117647,"none"
232,"control",25,10,0,0,NA,"11/9/18","11/15/18",11:10:00,1,"11/15/18",59.73,"FALSE",NA,NA,NA,NA,NA,"11/20/18",385.66,"11/25/18",2238.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/27/18","1869.18",NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"did not molt over prolegs at molt to 5th, head and jaws malformed, may not be able to eat. unshed cuticle removed",NA,0,314,320,320,0,NA,325,330,NA,NA,NA,NA,332,NA,NA,NA,"0",11.1666666666667,NA,NA,6,11,16,NA,NA,NA,NA,NA,18,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"none"
233,"early",25,10,42,3,NA,"11/9/18","11/15/18",10:37:00,1,"11/15/18",49.89,"49.89",3,"11/15/18",10:42:00,"11/17/18",20:35:00,NA,NA,"11/28/18",1348.86,"12/5/18",8513.14,"5","12/12/18",13813.47,"5","12/20/18",14179.81,"cull",NA,NA,NA,"12/20/18","14179.81",NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"left in lab over night after heat shock (~25C). date and mass at 4th were not recorded.",NA,0,314,320,320,320,322,NA,333,340,347,355,NA,355,NA,NA,NA,"0",10.6166666666667,10.7,20.5833333333333,6,NA,19,26,33,41,NA,NA,41,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
234,"mid",25,10,42,3,NA,"11/9/18","11/15/18",11:14:00,1,"11/15/18",63.34,"373.63",3,"11/19/18",09:55:00,"11/21/18",20:50:00,"11/20/18",289.34,"11/25/18",1556.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/1/18",5,0,"3716.57",129,124,5,"12/7/18",111,9,102,2.33,21.64,20,4,"149",153,NA,NA,NA,NA,NA,"removed entire cuticle from caterpillar after molt into 4th.",NA,0,314,320,320,324,326,325,330,NA,NA,NA,NA,NA,NA,336,342,"0",11.2333333333333,9.91666666666667,20.8333333333333,6,11,16,NA,NA,NA,NA,NA,NA,22,16,22,0.843137254901961,0.725490196078431,0.212156862745098,0.258888888888889,24,0.833333333333333,0.166666666666667,"high"
235,"late",25,10,42,3,NA,"11/9/18","11/15/18",11:29:00,1,"11/15/18",66.57,"2698.75",5,"11/24/18",10:10:00,"11/26/18",17:05:00,"11/19/18",346.74,"11/23/18",1694.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/29/18",5,0,"4602.77",93,88,5,"12/5/18",64,34,30,9.56,6.37,19,3,"112",115,NA,NA,NA,NA,NA,NA,NA,0,314,320,320,329,331,324,328,NA,NA,NA,NA,NA,NA,334,340,"0",11.4833333333333,10.1666666666667,17.0833333333333,6,10,14,NA,NA,NA,NA,NA,NA,20,14,20,0.808695652173913,0.556521739130435,0.212333333333333,0.281176470588235,22,0.863636363636364,0.136363636363636,"low"
236,"control",25,10,0,0,NA,"11/10/18","11/15/18",11:11:00,2,"11/15/18",66.28,"FALSE",NA,NA,NA,NA,NA,"11/19/18",314.56,"11/24/18",2112.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/30/18",5,0,"4894.22",185,176,9,"12/6/18",106,10,96,2.74,20.87,21,1,"206",207,NA,NA,NA,NA,NA,"above 2 g at molt to 5ths, but freshly moltedd",NA,0,315,320,320,0,NA,324,329,NA,NA,NA,NA,NA,NA,335,341,"0",11.1833333333333,NA,NA,5,9,14,NA,NA,NA,NA,NA,NA,20,15,21,0.893719806763285,0.51207729468599,0.217395833333333,0.274,22,0.954545454545455,0.0454545454545455,"none"
237,"early",25,10,42,3,NA,"11/10/18","11/15/18",10:39:00,1,"11/15/18",58.85,"58.85",3,"11/15/18",10:42:00,"11/17/18",20:35:00,"11/17/18",191.86,"11/21/18",1241.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/27/18","11405.89",NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"left in lab over night after heat shock (~25C)",NA,0,315,320,320,320,322,322,326,NA,NA,NA,NA,NA,332,NA,NA,"0",10.65,10.7,20.5833333333333,5,7,11,NA,NA,NA,NA,17,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
238,"mid",25,10,42,3,NA,"11/9/18","11/15/18",11:15:00,2,"11/15/18",68.74,"530.30",4,"11/19/18",09:55:00,"11/21/18",20:50:00,"11/18/18",345.84,"11/25/18",2513.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/30/18",5,0,"5516.95",121,110,11,"12/6/18",108,36,72,7.14,15.13,26,1,"147",148,NA,NA,NA,NA,NA,NA,"some 2nd instars looked stuck in cuticle. at least 1 1st instar",0,314,320,320,324,326,323,330,NA,NA,NA,NA,NA,NA,335,341,"0",11.25,9.91666666666667,20.8333333333333,6,9,16,NA,NA,NA,NA,NA,NA,21,15,21,0.817567567567568,0.72972972972973,0.210138888888889,0.198333333333333,27,0.962962962962963,0.037037037037037,"high"
239,"late",25,10,42,3,NA,"11/9/18","11/15/18",11:31:00,1,"11/15/18",58.55,"2579.53",5,"11/24/18",10:10:00,"11/26/18",17:05:00,"11/18/18",268.04,"11/23/18",1954.32,"11/30/18",5419.53,"em",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/30/18",5,0,"5419.53",67,63,4,"12/6/18",33,15,18,3.57,3.53,113,8,"180",188,NA,NA,NA,NA,NA,NA,"at least 1 first instar",0,314,320,320,329,331,323,328,335,NA,NA,NA,NA,NA,335,341,"0",11.5166666666667,10.1666666666667,17.0833333333333,6,9,14,21,NA,NA,NA,NA,NA,21,15,21,0.356382978723404,0.175531914893617,0.196111111111111,0.238,121,0.933884297520661,0.0661157024793388,"low"
240,"control",25,10,0,0,NA,"11/11/18","11/15/18",11:12:00,1,"11/15/18",44.56,"FALSE",NA,NA,NA,NA,NA,"11/19/18",200.31,"11/26/18",982.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/1/18",5,0,"1948.92",77,71,6,"12/7/18",67,17,50,3.85,9.46,9,1,"86",87,NA,NA,NA,NA,NA,NA,"at least 1 first instar",0,316,320,320,0,NA,324,331,NA,NA,NA,NA,NA,NA,336,342,"0",11.2,NA,NA,4,8,15,NA,NA,NA,NA,NA,NA,20,16,22,0.885057471264368,0.770114942528736,0.1892,0.226470588235294,10,0.9,0.1,"none"
241,"early",25,10,42,3,"11/27/18","11/11/18","11/15/18",10:40:00,1,"11/15/18",54.17,"54.17",3,"11/15/18",10:42:00,"11/17/18",20:35:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"left in lab over night after heat shock (~25C)",NA,332,316,320,320,320,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",10.6666666666667,10.7,20.5833333333333,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
