"id","shock.stage","temp.avg","temp.var","hs.temp","hs.num","date.died","date.hatch","date.ovp","time.ovp","num.ovp","date.3","mass.3","mass.in.hs","inst.in.hs","date.in.hs","time.in.hs","date.out.hs","time.out.hs","date.4","mass.4","date.5","mass.5","date.p5.1","mass.p5.1","instar.p5.1","date.p5.2","mass.p5.2","inst.p5.2","date.p5.3","mass.p5.3","inst.p5.3","date.p5.4","mass.p5.4","inst.p5.4","date.cull","mass.cull","date.wand","mass.wand","date.em","instar.em","bled.em","mass.48em","num.em","num.coc","num.fail.spin","date.ecl","num.ecl","fem.ecl","male.ecl","fem.mass","male.mass","num.unem.mat","num.unem.im","mat.load","tot.load","mass.unem","mass.fail.spin","pup","moth.ecl","pv.dna","gen.notes","diss.notes","date.died.j","date.hatch.j","date.ovp.j","date.3.j","date.in.hs.j","date.out.hs.j","date.4.j","date.5.j","date.p5.1.j","date.p5.2.j","date.p5.3.j","date.p5.4.j","date.cull.j","date.wand.j","date.em.j","date.ecl.j","died.bf5","time.ovp.dec","time.in.hs.dec","time.out.hs.dec","tt3","tt4","tt5","ttp5.1","ttp5.2","ttp5.3","ttp5.4","ttwand","ttcull","ttem.h","ttem.w","ttecl","ps.em","ps.ecl","ind.male.mass","ind.fem.mass","tot.unem","p.unem.mat","p.unem.im","hs.cal"
97,"control",25,10,0,0,NA,"10/19/18","10/25/18",10:17:00,1,"10/25/18",77.45,"FALSE",NA,NA,NA,NA,NA,"10/29/18",372.89,"11/4/18",2671.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/8/18",5,0,"2315.46",105,102,3,"11/15/18",86,45,41,12.78,9.97,27,9,"132",141,NA,NA,NA,NA,NA,NA,"27 mature 2nds, 9 immature 2nds, 4 1sts that I found",0,293,299,299,0,NA,303,309,NA,NA,NA,NA,NA,NA,313,320,"0",10.2833333333333,NA,NA,6,10,16,NA,NA,NA,NA,NA,NA,20,14,21,0.74468085106383,0.609929078014184,0.243170731707317,0.284,36,0.75,0.25,"none"
98,"early",25,10,42,3,NA,"10/19/18","10/25/18",10:13:00,3,"10/25/18",46.89,"46.89",3,"10/25/18",10:20:00,"10/27/18",16:45:00,"10/30/18",350.1,"11/5/18",2216.94,"11/12/18",14274.66,"5","11/19/18",18021.08,"5","11/26/18",17157.61,"cull",NA,NA,NA,"11/26/18","17157.61",NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,0,293,299,299,299,301,304,310,317,324,331,NA,331,NA,NA,NA,"0",10.2166666666667,10.3333333333333,16.75,6,11,17,24,31,38,NA,NA,38,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
99,"mid",25,10,42,3,NA,"10/19/18","10/25/18",09:57:00,1,"10/25/18",69.16,"371.63",3,"10/29/18",09:00:00,"10/31/18",16:21:00,"10/29/18",348.51,"11/5/18",1370.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/10/18",5,0,"3028.75",105,67,38,"11/16/18",36,12,24,3.17,5.5,15,4,"120",124,NA,NA,NA,NA,NA,"horn damaged at ovp. removed cuticle from 4th proleg after molt into 4th.","4 immature 2nds of various sizes. 1 small 1st",0,293,299,299,303,305,303,310,NA,NA,NA,NA,NA,NA,315,321,"0",9.95,9,16.35,6,10,17,NA,NA,NA,NA,NA,NA,22,16,22,0.846774193548387,0.290322580645161,0.229166666666667,0.264166666666667,19,0.789473684210526,0.210526315789474,"high"
100,"late",25,10,42,3,NA,"10/19/18","10/25/18",10:09:00,1,"10/25/18",66.61,"2092.22",5,"11/4/18",11:15:00,"11/6/18",16:53:00,"10/28/18",324.78,"11/3/18",1686.73,"11/10/18",1570.35,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/13/18",5,0,"1009.48",1,0,1,NA,0,NA,NA,NA,NA,12,52,"13",65,NA,NA,NA,NA,NA,"removed cuticle from 5th prolegs at molt to 5th","52 immature 2nds of various sizes, mostly small--some could have been 1sts. at least 7 1sts. most larvae were small and had whiteish spots in abdomen, have seen in other specimens as well",0,293,299,299,309,311,302,308,315,NA,NA,NA,NA,NA,318,NA,"0",10.15,11.25,16.8833333333333,6,9,15,22,NA,NA,NA,NA,NA,25,19,NA,0.0153846153846154,0,NA,NA,64,0.1875,0.8125,"high"
101,"mid",25,10,42,3,"10/29/18","10/19/18","10/25/18",09:56:00,1,"10/25/18",60.88,"219.19",3,"10/29/18",09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"attempted to remove cutcile after molt into 4th and caterpillar died.",NA,303,293,299,299,303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",9.93333333333333,9,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
102,"late",25,10,42,3,NA,"10/19/18","10/25/18",10:08:00,1,"10/25/18",77.78,"3923.51",5,"11/1/18",08:10:00,"11/3/18",16:45:00,"10/28/18",652.01,"10/31/18",1861.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/6/18","9832.78",NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,1,NA,NA,NA,NA,0,293,299,299,306,308,302,305,NA,NA,NA,NA,NA,311,NA,NA,"0",10.1333333333333,8.16666666666667,16.75,6,9,12,NA,NA,NA,NA,18,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
103,"control",25,10,0,0,NA,"10/19/18","10/25/18",10:16:00,2,"10/25/18",54.96,"FALSE",NA,NA,NA,NA,NA,"10/29/18",359.29,"11/4/18",2381.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/8/18",5,1,"4732.29",110,53,57,"11/15/18",35,8,27,2.42,5.68,54,0,"164",164,NA,NA,NA,NA,NA,NA,"mostly mature 2nds, 1 or 2 that looked like they had not shed their cuticle when molting to 3rd. a few 1st instars, not counted",0,293,299,299,0,NA,303,309,NA,NA,NA,NA,NA,NA,313,320,"0",10.2666666666667,NA,NA,6,10,16,NA,NA,NA,NA,NA,NA,20,14,21,0.670731707317073,0.213414634146341,0.21037037037037,0.3025,54,1,0,"none"
104,"early",25,10,42,3,NA,"10/19/18","10/25/18",10:12:00,1,"10/25/18",65.45,"65.45",3,"10/25/18",10:20:00,"10/27/18",16:45:00,"10/28/18",282.71,"11/2/18",1445.78,"11/9/18",12322.68,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,0,293,299,299,299,301,302,307,314,NA,NA,NA,NA,NA,NA,NA,"0",10.2,10.3333333333333,16.75,6,9,14,21,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
105,"mid",25,10,42,3,"11/7/18","10/19/18","10/25/18",09:55:00,1,"10/25/18",54.71,"417.19",4,"10/29/18",09:00:00,"10/31/18",16:21:00,"10/28/18",350.33,"11/4/18",1765.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"removed cuticle from all prolegs at molt to 5th",NA,312,293,299,299,303,305,302,309,NA,NA,NA,NA,NA,NA,NA,NA,"1",9.91666666666667,9,16.35,6,9,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
106,"late",25,10,42,3,NA,"10/19/18","10/25/18",10:07:00,1,"10/25/18",57.81,"2973.34",5,"11/4/18",11:15:00,"11/6/18",16:53:00,"10/29/18",301.86,"11/3/18",1906.7,"11/10/18",4196.4,"5","11/17/18",4038.42,"5",NA,NA,NA,NA,NA,NA,"11/23/18","3565.29",NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"on 11/20/18 found a melanized spot that seems like a larvae tried to chew through cuticle. waiting to cull at p5.3.",NA,0,293,299,299,309,311,303,308,315,322,NA,NA,328,NA,NA,NA,"0",10.1166666666667,11.25,16.8833333333333,6,10,15,22,29,NA,NA,NA,35,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
107,"mid",25,10,42,3,"10/30/18","10/19/18","10/25/18",09:54:00,1,"10/25/18",71.49,"220.60",3,"10/29/18",09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"died during heat shock",NA,304,293,299,299,303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",9.9,9,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
108,"control",25,10,0,0,NA,"10/19/18","10/25/18",10:06:00,1,"10/25/18",79.25,"FALSE",NA,NA,NA,NA,NA,"10/28/18",263.43,"11/2/18",1433.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/6/18",5,0,"3798.61",97,66,31,"11/12/18",48,14,34,5.29,8.44,26,0,"123",123,NA,NA,NA,NA,NA,NA,NA,0,293,299,299,0,NA,302,307,NA,NA,NA,NA,NA,NA,311,317,"0",10.1,NA,NA,6,9,14,NA,NA,NA,NA,NA,NA,18,12,18,0.788617886178862,0.390243902439024,0.248235294117647,0.377857142857143,26,1,0,"none"
109,"control",25,10,0,0,NA,"10/19/18","10/25/18",10:14:00,1,"10/25/18",61.5,"FALSE",NA,NA,NA,NA,NA,"10/31/18",303.02,"11/5/18",1922.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/9/18",5,0,"3990.42",109,102,7,"11/15/18",69,17,52,5.54,12.82,20,2,"129",131,NA,NA,NA,NA,NA,NA,NA,0,293,299,299,0,NA,305,310,NA,NA,NA,NA,NA,NA,314,320,"0",10.2333333333333,NA,NA,6,12,17,NA,NA,NA,NA,NA,NA,21,15,21,0.83206106870229,0.526717557251908,0.246538461538462,0.325882352941176,22,0.909090909090909,0.0909090909090909,"none"
110,"early",25,10,42,3,NA,"10/19/18","10/25/18",10:11:00,2,"10/25/18",79.58,"79.58",3,"10/25/18",10:20:00,"10/27/18",16:45:00,"10/31/18",337.64,"11/5/18",1615.59,"11/12/18",14670.43,"5","11/19/18",17973.66,"5","11/26/18",16715.74,"cull",NA,NA,NA,"11/26/18","16715.74",NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"removed cuticle from 4th proleg and headcap after molt into 5th.",NA,0,293,299,299,299,301,305,310,317,324,331,NA,331,NA,NA,NA,"0",10.1833333333333,10.3333333333333,16.75,6,12,17,24,31,38,NA,NA,38,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
111,"mid",25,10,42,3,NA,"10/19/18","10/25/18",09:53:00,1,"10/25/18",62.56,"296.54",3,"10/29/18",09:00:00,"10/31/18",16:21:00,"10/29/18",268.6,"11/4/18",1320.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/9/18",5,0,"2456.04",94,85,9,"11/15/18",70,37,33,14.29,10.24,11,1,"105",106,NA,NA,NA,NA,NA,NA,"some mat 2nd instars look stuck in their cuticle",0,293,299,299,303,305,303,309,NA,NA,NA,NA,NA,NA,314,320,"0",9.88333333333333,9,16.35,6,10,16,NA,NA,NA,NA,NA,NA,21,15,21,0.886792452830189,0.660377358490566,0.31030303030303,0.386216216216216,12,0.916666666666667,0.0833333333333333,"high"
112,"control",25,10,42,3,NA,"10/19/18","10/25/18",10:04:00,2,"10/25/18",59.55,"FALSE",NA,NA,NA,NA,NA,"10/28/18",281.81,"11/2/18",1477.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/7/18",5,0,"4829.72",149,134,15,"11/13/18",100,35,65,8.97,13.08,68,3,"217",220,NA,NA,NA,NA,NA,NA,"3 immature 2nds. at least 1 1st",0,293,299,299,0,NA,302,307,NA,NA,NA,NA,NA,NA,312,318,"0",10.0666666666667,NA,NA,6,9,14,NA,NA,NA,NA,NA,NA,19,13,19,0.677272727272727,0.454545454545455,0.201230769230769,0.256285714285714,71,0.957746478873239,0.0422535211267606,"none"
113,"mid",25,10,42,3,NA,"10/19/18","10/25/18",09:59:00,1,"10/25/18",63.14,"345.88",3,"10/29/18",09:00:00,"10/31/18",16:21:00,"10/29/18",300.35,"11/6/18",1239.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/11/18",5,0,"2464.83",85,80,5,"11/17/18",72,0,72,0,15.64,4,1,"89",90,NA,NA,NA,NA,NA,"removed cuticle from 5th proleg after molt into 4th.",NA,0,293,299,299,303,305,303,311,NA,NA,NA,NA,NA,NA,316,322,"0",9.98333333333333,9,16.35,6,10,18,NA,NA,NA,NA,NA,NA,23,17,23,0.944444444444444,0.8,0.217222222222222,NA,5,0.8,0.2,"high"
114,"late",25,10,42,3,NA,"10/19/18","10/25/18",10:03:00,1,"10/25/18",69.76,"2430.39",5,"11/5/18",09:12:00,"11/7/18",17:01:00,"10/29/18",350.17,"11/4/18",2018.32,"11/11/18",3258.72,"em",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/11/18",5,0,"3258.72",38,25,13,"11/17/18",16,5,11,1.36,2.81,36,4,"74",78,NA,NA,NA,NA,NA,NA,"4 immature 2nds of various sizes. no 1sts seen. a few mature 2nds that had cuticle stuck to them",0,293,299,299,310,312,303,309,316,NA,NA,NA,NA,NA,316,322,"0",10.05,9.2,17.0166666666667,6,10,16,23,NA,NA,NA,NA,NA,23,17,23,0.487179487179487,0.205128205128205,0.255454545454545,0.272,40,0.9,0.1,"high"
115,"mid",25,10,42,3,NA,"10/19/18","10/25/18",09:58:00,1,"10/25/18",60.82,"360.27",3,"10/29/18",09:00:00,"10/31/18",16:21:00,"10/29/18",349.23,"11/5/18",1417.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/10/18",5,0,"2867.33",80,63,17,"11/16/18",55,3,52,0.99,11.09,9,0,"89",89,NA,NA,NA,NA,NA,"had just begun to molt into 4th, headcap off but cuticle remained. did not remove cuticle, removed 4th cuticle on 10/30/18. had wasp emergence the afternoon of its p5.1 date","some 2nds look stuck in cuticle",0,293,299,299,303,305,303,310,NA,NA,NA,NA,NA,NA,315,321,"0",9.96666666666667,9,16.35,6,10,17,NA,NA,NA,NA,NA,NA,22,16,22,0.898876404494382,0.617977528089888,0.213269230769231,0.33,9,1,0,"high"
116,"late",25,10,42,3,NA,"10/19/18","10/25/18",10:02:00,1,"10/25/18",73.88,"1366.35",5,"11/4/18",11:15:00,"11/6/18",16:53:00,"10/29/18",216.67,"11/3/18",1257.24,"11/10/18",1521.92,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/13/18",5,0,"1303.12",2,0,2,NA,0,NA,NA,NA,NA,20,97,"22",119,NA,NA,NA,NA,NA,"removed cuticle from 5th prolegs at molt to 5th","several 1st instars found",0,293,299,299,309,311,303,308,315,NA,NA,NA,NA,NA,318,NA,"0",10.0333333333333,11.25,16.8833333333333,6,10,15,22,NA,NA,NA,NA,NA,25,19,NA,0.0168067226890756,0,NA,NA,117,0.170940170940171,0.829059829059829,"high"
117,"late",25,10,42,3,NA,"10/20/18","10/25/18",10:01:00,1,"10/25/18",51.95,"2172.20",5,"11/4/18",11:15:00,"11/6/18",16:53:00,"10/28/18",241.5,"11/3/18",1506.85,"11/10/18",3217.13,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/13/18",5,0,"2854.76",1,1,0,NA,0,0,0,0,0,43,91,"44",135,NA,NA,NA,NA,NA,NA,"at least 1 large distinct mel plaque. at least 2 first instars",0,294,299,299,309,311,302,308,315,NA,NA,NA,NA,NA,318,NA,"0",10.0166666666667,11.25,16.8833333333333,5,8,14,21,NA,NA,NA,NA,NA,24,19,NA,0.00740740740740741,0,NA,NA,134,0.32089552238806,0.67910447761194,"high"
118,"control",25,10,0,0,NA,"10/21/18","10/26/18",10:06:00,1,"10/26/18",70.35,"FALSE",NA,NA,NA,NA,NA,"10/31/18",328.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/7/18",4,1,"1208.62",22,22,0,"11/14/18",19,0,19,0,4.12,7,0,"29",29,NA,NA,NA,NA,NA,NA,"all 2nd instars, mostly mature",0,295,300,300,0,NA,305,NA,NA,NA,NA,NA,NA,NA,312,319,"0",10.1,NA,NA,5,10,NA,NA,NA,NA,NA,NA,NA,17,12,19,0.758620689655172,0.655172413793103,0.216842105263158,NA,7,1,0,"none"
119,"early",25,10,42,3,NA,"10/21/18","10/26/18",10:12:00,1,"10/26/18",77.55,"77.55",3,"10/26/18",10:20:00,"10/28/18",20:45:00,"11/1/18",149.69,"11/6/18",709.11,"11/13/18",2273.09,"5","11/20/18",9413.53,"5","11/27/18",11993.36,"cull",NA,NA,NA,"11/27/18","11993.36",NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"6th instar 11/12/18, mass = 2306.76. removed cuticle from entire body after molt into 6th.",NA,0,295,300,300,300,302,306,311,318,325,332,NA,332,NA,NA,NA,"0",10.2,10.3333333333333,20.75,5,11,16,23,30,37,NA,NA,37,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
120,"mid",25,10,42,3,"11/1/18","10/21/18","10/26/18",09:38:00,1,"10/26/18",63.2,"291.20",3,"10/30/18",10:10:00,NA,NA,"10/31/18",244.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"died during heat shock",NA,306,295,300,300,304,NA,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",9.63333333333333,10.1666666666667,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
121,"late",25,10,42,3,NA,"10/21/18","10/26/18",09:53:00,1,"10/26/18",56.63,"2189.01",5,"11/5/18",09:12:00,"11/7/18",17:01:00,"10/30/18",327.37,"11/4/18",1924.15,"11/11/18",3495.41,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/12/18",5,0,"3343.87",6,0,6,NA,0,NA,NA,NA,NA,66,17,"72",89,NA,NA,NA,NA,NA,NA,NA,0,295,300,300,310,312,304,309,316,NA,NA,NA,NA,NA,317,NA,"0",9.88333333333333,9.2,17.0166666666667,5,9,14,21,NA,NA,NA,NA,NA,22,17,NA,0.0674157303370786,0,NA,NA,83,0.795180722891566,0.204819277108434,"high"
122,"mid",25,10,42,3,NA,"10/21/18","10/26/18",09:41:00,2,"10/26/18",71.49,"284.19",4,"10/30/18",10:10:00,"11/1/18",16:16:00,"10/29/18",205.9,"11/3/18",862.92,"11/10/18",2726.66,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/10/18",5,0,"2509.72",69,60,9,"11/17/18",46,4,42,0.75,6.61,63,22,"132",154,NA,NA,NA,NA,NA,"did not shed over thoracic legs at 5th, could not remove. had wasp emergence the afternoon of its p5.1 date","several firsts found upon dissection",0,295,300,300,304,306,303,308,315,NA,NA,NA,NA,NA,315,322,"0",9.68333333333333,10.1666666666667,16.2666666666667,5,8,13,20,NA,NA,NA,NA,NA,20,15,22,0.448051948051948,0.298701298701299,0.157380952380952,0.1875,85,0.741176470588235,0.258823529411765,"high"
123,"late",25,10,42,3,"11/1/18","10/21/18","10/26/18",09:54:00,1,"10/26/18",54.07,"FALSE",NA,NA,NA,NA,NA,"10/31/18",106.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,306,295,300,300,0,NA,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",9.9,NA,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"none"
124,"control",25,10,0,0,"10/28/18","10/21/18","10/26/18",10:07:00,1,"10/26/18",42.09,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,302,295,300,300,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",10.1166666666667,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"none"
125,"early",25,10,42,3,NA,"10/21/18","10/26/18",10:14:00,1,"10/26/18",73.83,"73.83",3,"10/26/18",10:20:00,"10/28/18",20:45:00,"10/29/18",172.81,"11/4/18",1131.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/9/18","10597.34",NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,1,NA,NA,NA,NA,0,295,300,300,300,302,303,309,NA,NA,NA,NA,NA,314,NA,NA,"0",10.2333333333333,10.3333333333333,20.75,5,8,14,NA,NA,NA,NA,19,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
126,"mid",25,10,42,3,"10/31/18","10/21/18","10/26/18",09:43:00,1,"10/26/18",40.43,"50.16",3,"10/30/18",10:10:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"died during heat shock.",NA,305,295,300,300,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",9.71666666666667,10.1666666666667,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
127,"control",25,10,42,3,NA,"10/20/18","10/26/18",09:55:00,1,"10/26/18",56.97,"FALSE",NA,NA,NA,NA,NA,"10/31/18",259.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/7/18",4,0,"1692.32",60,59,1,"11/13/18",56,22,34,5.33,6.13,17,5,"77",82,NA,NA,NA,NA,NA,NA,"5 immature 2nds saved separately, 1 1st, not saved",0,294,300,300,0,NA,305,NA,NA,NA,NA,NA,NA,NA,312,318,"0",9.91666666666667,NA,NA,6,11,NA,NA,NA,NA,NA,NA,NA,18,12,18,0.731707317073171,0.682926829268293,0.180294117647059,0.242272727272727,22,0.772727272727273,0.227272727272727,"none"
128,"mid",25,10,42,3,NA,"10/20/18","10/26/18",09:44:00,1,"10/26/18",69.98,"1074.14",4,"10/30/18",10:10:00,"11/1/18",16:16:00,"10/28/18",307.74,"11/2/18",1301.33,"11/9/18",7049.77,"wand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/9/18","7049.77",NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"removed cuticle from all prolegs after molt into 5th. pupated but didn't fully shed pupal cuticle and had some abnormalities as a pupae",NA,0,294,300,300,304,306,302,307,314,NA,NA,NA,NA,314,NA,NA,"0",9.73333333333333,10.1666666666667,16.2666666666667,6,8,13,20,NA,NA,NA,20,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
129,"late",25,10,42,3,NA,"10/20/18","10/26/18",09:56:00,2,"10/26/18",58.95,"3697.54",5,"11/7/18",09:20:00,"11/9/18",17:15:00,"10/30/18",297.37,"11/6/18",2699.14,"11/13/18",5306.93,"em",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/13/18",5,NA,"5306.93",68,46,22,"11/20/18",23,2,21,0.51,3.75,205,45,"273",318,NA,NA,NA,NA,NA,NA,"some 2nds instars look stuck in their cuticle. some 1st instars found",0,294,300,300,312,314,304,311,318,NA,NA,NA,NA,NA,318,325,"0",9.93333333333333,9.33333333333333,17.25,6,10,17,24,NA,NA,NA,NA,NA,24,18,25,0.213836477987421,0.0723270440251572,0.178571428571429,0.255,250,0.82,0.18,"high"
130,"control",25,10,42,3,NA,"10/20/18","10/26/18",10:08:00,1,"10/26/18",75.54,"FALSE",NA,NA,NA,NA,NA,"10/31/18",373.24,"11/5/18",1994.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/9/18",5,0,"3644.75",96,95,1,"11/16/18",90,7,83,1.95,16.96,20,2,"116",118,NA,NA,NA,NA,NA,NA,NA,0,294,300,300,0,NA,305,310,NA,NA,NA,NA,NA,NA,314,321,"0",10.1333333333333,NA,NA,6,11,16,NA,NA,NA,NA,NA,NA,20,14,21,0.813559322033898,0.76271186440678,0.20433734939759,0.278571428571429,22,0.909090909090909,0.0909090909090909,"none"
131,"early",25,10,42,3,NA,"10/20/18","10/26/18",10:15:00,1,"10/26/18",66.45,"66.45",3,"10/26/18",10:20:00,"10/28/18",20:45:00,"10/31/18",401.04,"11/6/18",2630.66,"11/13/18",10437.33,NA,"11/20/18",16430.88,"5","11/27/18",15931.13,"cull",NA,NA,NA,"11/27/18","15931.13",NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,0,294,300,300,300,302,305,311,318,325,332,NA,332,NA,NA,NA,"0",10.25,10.3333333333333,20.75,6,11,17,24,31,38,NA,NA,38,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
132,"mid",25,10,42,3,"10/28/18","10/20/18","10/26/18",09:45:00,2,"10/26/18",53.01,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,302,294,300,300,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",9.75,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"none"
